Index,Analyte,Abbreviation,CAS #,Dataset ID,Mechanism,Manufacturer,Brand,Stationary Phase,Pore Size (A),Particle Size (um),A Solvent,B Solvent,Composition (%B),Temperature (C),Midpoint Pressure (bar),Retention Factor,SD,n
192,4-n-pentylaniline,Ani5,33228-44-3,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,35,40,60,8.691,0.033,5
193,4-n-pentylaniline,Ani5,33228-44-3,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,30,40,60,12.113,0.037,5
194,4-n-pentylaniline,Ani5,33228-44-3,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,25,40,60,18.653,0.032,5
195,4-n-pentylaniline,Ani5,33228-44-3,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,20,40,60,31.554,0.076,5
196,nitrocyclohexane,NtCy6,1122-60-7,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,60,40,60,1.173,0.018,5
197,nitrocyclohexane,NtCy6,1122-60-7,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,50,40,60,2.180,0.009,5
198,nitrocyclohexane,NtCy6,1122-60-7,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,40,40,60,4.367,0.016,5
199,nitrocyclohexane,NtCy6,1122-60-7,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,35,40,60,6.464,0.016,5
200,nitrocyclohexane,NtCy6,1122-60-7,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,30,40,60,9.808,0.003,5
201,nitrocyclohexane,NtCy6,1122-60-7,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,25,40,60,15.436,0.042,5
202,nitrocyclohexane,NtCy6,1122-60-7,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,20,40,60,24.615,0.038,5
203,"2,2'-dipyridyl",2DPy,366-18-7,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,90,40,60,0.719,0.003,5
204,"2,2'-dipyridyl",2DPy,366-18-7,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,25,40,60,2.579,0.017,5
205,"2,2'-dipyridyl",2DPy,366-18-7,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,20,40,60,3.247,0.015,5
206,"2,2'-dipyridyl",2DPy,366-18-7,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,15,40,60,4.537,0.017,5
207,"2,2'-dipyridyl",2DPy,366-18-7,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,10,40,60,7.780,0.080,5
208,"2,2'-dipyridyl",2DPy,366-18-7,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,8,40,60,10.633,0.027,5
209,"2,2'-dipyridyl",2DPy,366-18-7,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,6,40,60,15.670,0.061,5
210,"2,2'-dipyridyl",2DPy,366-18-7,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,4,40,60,27.165,0.177,5
211,3-Nitrophenol ,#N/A,#N/A,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,35,40,60,1.430,0.013,5
212,3-Nitrophenol ,#N/A,#N/A,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,30,40,60,2.094,0.014,5
213,3-Nitrophenol ,#N/A,#N/A,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,25,40,60,3.190,0.013,5
214,3-Nitrophenol ,#N/A,#N/A,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,20,40,60,5.127,0.023,5
215,3-Nitrophenol ,#N/A,#N/A,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,15,40,60,8.529,0.054,5
216,3-Nitrophenol ,#N/A,#N/A,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,10,40,60,14.085,0.048,5
217,3-Nitrophenol ,#N/A,#N/A,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,5,40,60,21.773,0.088,5
218,3-Nitrophenol ,#N/A,#N/A,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,2,40,60,25.211,0.194,5
219,"2,5-dinitrophenol",5dNPh,329-71-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,50,40,60,0.835,0.012,5
220,"2,5-dinitrophenol",5dNPh,329-71-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,40,40,60,1.654,0.010,5
221,"2,5-dinitrophenol",5dNPh,329-71-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,35,40,60,2.410,0.015,5
222,"2,5-dinitrophenol",5dNPh,329-71-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,30,40,60,3.635,0.017,5
223,"2,5-dinitrophenol",5dNPh,329-71-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,25,40,60,5.576,0.002,5
224,"2,5-dinitrophenol",5dNPh,329-71-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,20,40,60,8.910,0.064,5
225,"2,5-dinitrophenol",5dNPh,329-71-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,15,40,60,14.490,0.058,5
226,"2,5-dinitrophenol",5dNPh,329-71-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,10,40,60,23.362,0.018,5
227,"2,4-dinitrophenol",4dNPh,51-28-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,40,40,60,1.144,0.017,5
228,"2,4-dinitrophenol",4dNPh,51-28-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,35,40,60,1.687,0.012,5
229,"2,4-dinitrophenol",4dNPh,51-28-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,30,40,60,2.589,0.013,5
230,"2,4-dinitrophenol",4dNPh,51-28-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,25,40,60,4.079,0.011,5
231,"2,4-dinitrophenol",4dNPh,51-28-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,20,40,60,6.704,0.014,5
232,"2,4-dinitrophenol",4dNPh,51-28-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,15,40,60,11.228,0.036,5
233,"2,4-dinitrophenol",4dNPh,51-28-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,10,40,60,18.656,0.070,5
234,N-butylaniline ,Ani4,1126-78-9,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,40,40,60,5.555,0.021,5
235,N-butylaniline ,Ani4,1126-78-9,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,35,40,60,6.460,0.030,5
236,N-butylaniline ,Ani4,1126-78-9,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,30,40,60,7.478,0.004,5
237,N-butylaniline ,Ani4,1126-78-9,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,25,40,60,8.735,0.006,5
238,N-butylaniline ,Ani4,1126-78-9,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,20,40,60,10.840,0.008,5
239,N-butylaniline ,Ani4,1126-78-9,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,15,40,60,14.426,0.015,5
240,N-butylaniline ,Ani4,1126-78-9,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,10,40,60,20.845,0.072,5
241,N-butylaniline ,Ani4,1126-78-9,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,5,40,60,35.662,0.189,5
242,N-propylaniline,Ani3,622-80-0,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,30,40,60,3.509,0.033,5
243,N-propylaniline,Ani3,622-80-0,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,25,40,60,3.816,0.016,5
244,N-propylaniline,Ani3,622-80-0,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,20,40,60,4.401,0.020,5
245,N-propylaniline,Ani3,622-80-0,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,15,40,60,5.412,0.013,5
246,N-propylaniline,Ani3,622-80-0,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,10,40,60,7.218,0.043,5
247,N-propylaniline,Ani3,622-80-0,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,8,40,60,8.510,0.043,5
248,N-propylaniline,Ani3,622-80-0,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,6,40,60,10.207,0.048,5
249,N-propylaniline,Ani3,622-80-0,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,4,40,60,13.022,0.053,5
250,N-propylaniline,Ani3,622-80-0,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,2,40,60,17.610,0.170,5
251,N-ethylaniline,Ani2,103-69-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,30,40,60,1.090,0.023,5
252,N-ethylaniline,Ani2,103-69-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,25,40,60,1.081,0.014,5
253,N-ethylaniline,Ani2,103-69-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,20,40,60,1.196,0.012,5
254,N-ethylaniline,Ani2,103-69-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,15,40,60,1.415,0.007,5
255,N-ethylaniline,Ani2,103-69-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,10,40,60,1.912,0.011,5
256,N-ethylaniline,Ani2,103-69-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,8,40,60,2.270,0.004,5
257,N-ethylaniline,Ani2,103-69-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,6,40,60,2.763,0.016,5
258,N-ethylaniline,Ani2,103-69-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,4,40,60,3.515,0.028,5
259,N-ethylaniline,Ani2,103-69-5,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,2,40,60,4.733,0.008,5
260,"4,4'-dipyridyl",4DPy,553-26-4,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,30,40,60,1.223,0.080,5
261,"4,4'-dipyridyl",4DPy,553-26-4,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,25,40,60,1.227,0.013,5
262,"4,4'-dipyridyl",4DPy,553-26-4,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,20,40,60,1.421,0.009,5
263,"4,4'-dipyridyl",4DPy,553-26-4,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,15,40,60,1.857,0.006,5
264,"4,4'-dipyridyl",4DPy,553-26-4,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,10,40,60,3.052,0.006,5
265,"4,4'-dipyridyl",4DPy,553-26-4,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,8,40,60,4.199,0.018,5
266,"4,4'-dipyridyl",4DPy,553-26-4,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,6,40,60,6.304,0.032,5
267,"4,4'-dipyridyl",4DPy,553-26-4,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,4,40,60,11.173,0.111,5
268,"4,4'-dipyridyl",4DPy,553-26-4,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,2,40,60,25.226,0.101,5
269,berberine,Berb,633-65-8,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,90,40,60,0.974,0.016,5
270,berberine,Berb,633-65-8,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,30,40,60,2.373,0.088,5
271,berberine,Berb,633-65-8,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,25,40,60,4.184,0.009,5
272,berberine,Berb,633-65-8,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,20,40,60,9.112,0.085,5
273,berberine,Berb,633-65-8,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,15,40,60,25.963,0.087,5
277,Benzyltrimethylammonium chloride,Bztma,56-93-9,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,10,40,60,0.643,0.006,5
278,Benzyltrimethylammonium chloride,Bztma,56-93-9,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,8,40,60,0.799,0.009,5
279,Benzyltrimethylammonium chloride,Bztma,56-93-9,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,6,40,60,0.968,0.009,5
280,Benzyltrimethylammonium chloride,Bztma,56-93-9,2021_01,RP,Agilent,Zorbax,Eclipse PAH,95,1.8,"Buffer, pH 3.2",ACN,4,40,60,1.150,0.021,5
281,nortriptyline,Nort,894-71-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,1.130,0.032,5
282,nortriptyline,Nort,894-71-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,1.450,0.015,5
283,nortriptyline,Nort,894-71-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,2.472,0.016,5
284,nortriptyline,Nort,894-71-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,3.693,0.018,5
285,nortriptyline,Nort,894-71-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,6.225,0.032,5
286,nortriptyline,Nort,894-71-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,11.972,0.071,5
287,nortriptyline,Nort,894-71-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,26.547,0.150,5
288,amitriptyline,Amit,549-18-8,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,1.242,0.037,5
289,amitriptyline,Amit,549-18-8,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,1.619,0.024,5
290,amitriptyline,Amit,549-18-8,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,2.798,0.028,5
291,amitriptyline,Amit,549-18-8,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,4.170,0.012,5
292,amitriptyline,Amit,549-18-8,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,7.005,0.029,5
293,amitriptyline,Amit,549-18-8,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,13.519,0.091,5
294,amitriptyline,Amit,549-18-8,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,30.235,0.141,5
295,p-nitrophenol,NtPh,100-02-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,1.854,0.014,5
296,p-nitrophenol,NtPh,100-02-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,2.627,0.016,5
297,p-nitrophenol,NtPh,100-02-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,3.843,0.022,5
298,p-nitrophenol,NtPh,100-02-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,5.956,0.026,5
299,p-nitrophenol,NtPh,100-02-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,9.513,0.058,5
300,p-nitrophenol,NtPh,100-02-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,15.547,0.037,5
301,p-nitrophenol,NtPh,100-02-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,5,40,60,26.276,0.049,5
302,p-nitrophenol,NtPh,100-02-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,2,40,60,36.444,0.016,5
303,"5,5-diphenylhydantoin",DPHyt,57-41-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,1.299,0.012,5
304,"5,5-diphenylhydantoin",DPHyt,57-41-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,1.929,0.019,5
305,"5,5-diphenylhydantoin",DPHyt,57-41-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,3.093,0.014,5
306,"5,5-diphenylhydantoin",DPHyt,57-41-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,5.384,0.008,5
307,"5,5-diphenylhydantoin",DPHyt,57-41-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,10.410,0.090,5
308,"5,5-diphenylhydantoin",DPHyt,57-41-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,22.267,0.162,5
309,acetophenone,AP2,98-86-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,0.251,0.001,4
310,acetophenone,AP2,98-86-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,0.327,0.002,5
311,acetophenone,AP2,98-86-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,0.449,0.001,5
312,acetophenone,AP2,98-86-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,0.634,0.002,5
313,acetophenone,AP2,98-86-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,0.939,0.001,5
314,acetophenone,AP2,98-86-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,1.463,0.006,5
315,acetophenone,AP2,98-86-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,2.419,0.004,5
316,acetophenone,AP2,98-86-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,5,40,60,4.614,0.006,5
317,acetophenone,AP2,98-86-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,2,40,60,8.038,0.003,5
318,benzonitrile,BzCN,100-47-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,0.274,0.003,4
319,benzonitrile,BzCN,100-47-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,0.364,0.003,5
320,benzonitrile,BzCN,100-47-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,0.497,0.003,5
321,benzonitrile,BzCN,100-47-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,0.689,0.002,5
322,benzonitrile,BzCN,100-47-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,0.991,0.003,5
323,benzonitrile,BzCN,100-47-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,1.442,0.005,5
324,benzonitrile,BzCN,100-47-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,2.148,0.008,5
325,benzonitrile,BzCN,100-47-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,5,40,60,3.438,0.005,5
326,benzonitrile,BzCN,100-47-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,2,40,60,4.979,0.009,5
327,5-phenylpentanol,Ph5ol,10521-91-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,1.297,0.020,5
328,5-phenylpentanol,Ph5ol,10521-91-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,2.721,0.018,5
329,5-phenylpentanol,Ph5ol,10521-91-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,4.200,0.026,5
330,5-phenylpentanol,Ph5ol,10521-91-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,6.908,0.007,5
331,5-phenylpentanol,Ph5ol,10521-91-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,12.206,0.120,5
332,5-phenylpentanol,Ph5ol,10521-91-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,23.239,0.127,5
333,anisole,Ans,100-66-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,0.878,0.025,5
334,anisole,Ans,100-66-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,1.471,0.023,5
335,anisole,Ans,100-66-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,2.629,0.018,5
336,anisole,Ans,100-66-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,3.613,0.015,5
337,anisole,Ans,100-66-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,5.107,0.018,5
338,anisole,Ans,100-66-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,7.322,0.024,5
339,anisole,Ans,100-66-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,10.837,0.065,5
340,anisole,Ans,100-66-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,16.256,0.094,5
341,anisole,Ans,100-66-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,25.024,0.074,5
342,4-n-butylbenzoic acid,4BA4,20651-71-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,0.926,0.025,5
343,4-n-butylbenzoic acid,4BA4,20651-71-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,1.814,0.014,5
344,4-n-butylbenzoic acid,4BA4,20651-71-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,4.269,0.017,5
345,4-n-butylbenzoic acid,4BA4,20651-71-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,7.206,0.025,5
346,4-n-butylbenzoic acid,4BA4,20651-71-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,13.230,0.064,5
347,4-n-butylbenzoic acid,4BA4,20651-71-2,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,26.491,0.098,5
348,toluene,1Bz,108-88-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,0.184,0.005,5
349,toluene,1Bz,108-88-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,0.326,0.003,5
350,toluene,1Bz,108-88-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,0.632,0.002,5
351,toluene,1Bz,108-88-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,0.910,0.002,5
352,toluene,1Bz,108-88-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,1.344,0.003,5
